// key	CHAT_SPA_
sc001_spa_1	ふぅ…\心も体もしっかりケアしなくちゃですよね♥
sc364_spa_max	悪魔様は、もちろん愛を知っていますよね？\知らないとは言わせませんよ？\その証拠に…私は悪魔様のことを\こんなにも好きになっているんですよ…
sc365_spa_1	驚きましたか？\防水仕様です。
sc365_spa_2	オーバーヒートの温度は、温泉の温度よりも\ずっと高いですので心配しないでください。\はい？そういう問題ではない？\では、何を問題視されているのでしょうか？
sc365_spa_3	新しいインスピレーションを\得るために来ました。\なんでも、水圧を利用することで、\ダイヤモンドでさえも切断できるというので\応用することはできないかと思いまして。
sc365_spa_4	メンテナンス時間ですか。\どうも…この温かいお湯というものから\出たくないですね。\こうなると分かっていたら、メンテナンスを\終えてから来るべきでした。
sc365_spa_5	私もたまに道を見誤る事を学びました。\感情を持って生まれた以上、\完璧ではいられません。\ですので、私が道を誤りそうになった時、\それを正しい道へ導いてくれると嬉しいです。
sc365_spa_max	温泉に連れてきてくださったおかげで、\もう少し精密な調整が可能になりました。\もう戦力として考えていただいて\問題ないと思います。\ふふ…これからもお手伝いをお願いします。
sc366_spa_1	今日もがんばったから、\明日のことは心配しないで\ゆっくり休みましょ～
sc366_spa_2	私の中から、どんどん力が\湧き上がってくるみたいです。\ふふ。
sc366_spa_3	ああ、疲れた…\え？悪魔さまのせいで\疲れたわけじゃないですよ。\えへへ、私の気持ち…\分かってくれますよね？
sc366_spa_4	努力だけじゃ、どうにも\できないこともあります。\でも、私はそうは思いません。\だって、私ができることって\努力だけだから。
sc366_spa_5	失敗しても大丈夫ですよ。\一緒に直していきましょう。\失敗が怖いからって、\勇気をなくさないでください。\悪魔さま。
sc366_spa_max	悪魔様にも夢があるでしょう？\それは必ず叶いますよ。\だから、その時まで一緒に頑張りましょ～！
sc367_spa_1	毎日が今日みたいだと良いわね～
sc367_spa_2	ううん…モナ姉さまは、こんなのの\どこがいいのかしら？\ダビは、熱いから早く出たいのに～…\あっ、なんでもない！\モナ姉さまの気持ちを理解するのだ！
sc367_spa_3	ちょっと！\魔王待遇がめちゃくちゃじゃない！\この地味で無骨な岩風呂！我慢できない！\早く、この魔王ダビ様に似合う\真っ赤なバラをまきなさい！
sc367_spa_4	あ～冷たくて気持ちいい～！\魔王であるこの体には、これくらいの温度が\ちょうど良いのよね～！\まぁ……温泉がなんで冷たいのか…\詳しいことは知らないけど。
sc367_spa_5	そこのトサカ頭！\今すぐそのトサカ頭を下げて、\魔王ダビ様の手下になりなさい！\そしたら、命だけは助けてやってもいいわ。\お～ほほほ～！
sc367_spa_max	ダビがご主人より強くなったら、\ご主人がダビの使い魔になるのよ！\そうすれば、魔王ダビ様の手下っていう\栄光を手に入れられるわよ？\お～ほほほ～
sc370_spa_1	は～旅の疲れが取れますね！
sc370_spa_2	温泉に入ると季節を忘れます。\本当に不思議です。\魔界とは全然違いますね。
sc370_spa_3	あら～ご主人さま…\モナが見つからなくて心配してたんですか？\はいはい、一緒に帰りますよ。\えっ、ちがう？\も～恥ずかしがっちゃって！
sc370_spa_4	初めて会った頃みたいに、\恥ずかしがらなくてもいいんですよ～\うふふっ…\これは、モナの楽しみの1つです♥
sc370_spa_5	あぁ～いいお湯でした。\では、そろそろ帰りましょうか。\可愛いご主人さまの忍耐も限界みたいですし。\ふふふっ。\待っててくれてありがとうございました♥
sc370_spa_max	こんなご主人さまがいたんですね…\ええ、初めての争奪戦の時は本当に…\ふふっ、今となっては全部思い出です。\いい女は過去に縛られません！
sc371_spa_1	水風呂から湯船に入ると、\本当に極楽ですね…は～
sc371_spa_2	モナのように、人間界を楽しむことは\できなくても、楽しむフリならできます。
sc371_spa_3	実に滑稽ですね。\悪魔も人間も熱いお湯に浸かることが\好きなんですから。\熱いお湯は、心を解きほぐすのでしょう。
sc371_spa_4	体調管理は万全だと思っていましたが、\ここに来て《疲れが取れない》という\言葉の意味が分かりました。\実際、体ではなく、心が疲れた状態だったのかもしれませんね。
sc371_spa_5	常に注意することはできませんね。\頭の中ではそのつもりでも…\心は、自分でコントロールできない\不合理なものですから…
sc371_spa_max	ふふっ。心配しないでください。\私は再びいつものリザに戻って、\御主人様が魔王になるまで目を光らせます。\しっかりと、面倒を見るつもりですから\覚悟しておいてください。
sc372_spa_1	ダビは、温泉より海のほうが好きなの。
sc372_spa_2	ヘヘヘ…お肌つるつる、風もそよそよ。\こういうのも悪くないね。
sc372_spa_3	ダビのおもちゃが失くなっちゃった…\ぷかぷか浮かぶアヒルさん…\モナ姉さまに黙って持ってきたの…\え？探してくれるの？ホントに！？
sc372_spa_4	水に入るのは同じなのに、\なんでプールの水着と温泉用の水着って違うの？\人間って変なルールばっかり作るよね。\ご主人も変だとおもうでしょ？
sc372_spa_5	モナ姉さまってホントすごい。\なんでここまで来てバシャバシャしないの？\やっぱり最高のサキュバスって、なんか違うね。\ブクブクブクブク…
sc372_spa_max	うふふっ…ダビ、すごい計画を立てたよ！\海の真ん中にはすっごい宝物があるんだって。\それを見つけたら海の王になれるんだよ！\モナ姉さまは危ないからダメって言うから、\ご主人に手伝ってもらわないとねっ！
sc373_spa_1	はぁー染みるねぇ…\…っと、眠っちまうところだったぜ。
sc373_spa_2	おいおい…\なに、そんな端っこにいるんだよ。\もっと、こっちに来いよ！
sc373_spa_3	この《温泉》っていうのは\たまらないよな～
sc373_spa_4	どっちが長く入ってられるか、\競争しようぜ！
sc373_spa_5	なぁ、風呂上がりに何飲む？\俺？俺は、やっぱりコーヒー牛乳かな～
sc373_spa_max	よし！\あがったら、俺がコーヒー牛乳\おごってやるよ！\いいから、いいから！遠慮すんなって！
sc374_spa_1	はぁ～\ヒルド、今とっても幸せ～♥\チビッ子お客様も一緒だったら、もっと幸せ\なんだけどな～\…うふふっ♥
sc374_spa_2	ここ、ヒルド気に入っちゃった～\モーガンとポモナにも教えて上げなきゃ～\あっ、モーガンは社長と一緒じゃないとね～
sc374_spa_3	チビッ子お客様～こっちに来て～♥\ヒルドと一緒に温まりましょ～♥\あ～っ！\また、逃げるつもり～？もう！\チビッ子お客様は照れ屋さんなんだから～
sc374_spa_4	ヒルドは～チビッ子お客様と一緒にいる時が\一番幸せ～♥\チビッ子お客様も～\ヒルドと同じ気持ちならいいのに～
