// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Lost Hair	Each and every stand of this hair has spiritual traces on it.
50150201	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150202	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150203	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150204	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150205	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150212	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150213	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150214	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150301	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150302	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150303	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150304	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150305	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150312	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150313	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150314	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150401	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150402	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150403	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150404	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150405	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150412	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150413	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150414	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150501	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150502	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150503	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150504	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150505	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150512	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150513	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150514	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151201	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151202	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151203	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151204	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151205	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151212	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151213	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151214	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151301	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151302	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151303	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151304	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151305	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151312	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151313	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151314	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151401	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151402	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151403	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151404	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151405	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151412	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151413	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50151414	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
5130001	Regular Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5130015	Kokoro	An apprentice maiko who also trains in Bajiquan martial arts. She slipped away from her training in order to come here on vacation.
5130025	Misaki	A young girl who works part time as the assistant to the Venus Islands' owner.
5130055	Nautical Pop Star	Hey all you demons! You still got some energy in you?\Then let's get pumping!
5130075	The Sweetest Proposal	Oh Mr. Deeemon... Would you like a bouquet of the sweetest words in existence?
5130145	Secret Date	You hear a faint voice from far away.\What's your name? Do you want to be friends?
5130155	Afternoon Train	You cannot escape the persistent gaze waiting for you to show a hint of weakness.
5130165	A Little Looter	I heard you got some more banana milk in today.
5130175	An Eager Employee	Humans, demons, anyone's welcome as long as they can do math.\Do you have a point card?
5131001	Regular Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5140001	Big Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5140035	Luna	A world-traveling scholar. She was found collapsed on the beach, but was saved thanks to roasted sweet potatoes.
5140045	Nyotengu	A tomboyish tengu princess who has descended from the mountains to visit the human world. Her wings have disappeared as the result of some mysterious force.
5140055	Today I'm Nice Moa	I'll gather all the nicest Childs for you, Master.\Which Moa do you like best?
5140065	Baptism of the Goddess	Foolish shepherd. Kneel and receive your goddess's baptism.
5140075	It's a strategy meeting!	Master and company have been roped into a conflict in the underbelly of rodent society!\Who is to become the king of rodentkind?
5140085	Time's Up!	True demons excel at evil deeds and time management.\...You'll be listening to that lecture for another hour or so.
5140095	High Jump	I can do anything today! You'd better keep up!\I'm gonna make so many pacts, you won't know what hit you!
5140105	Strategist's Night	Oh dear, what to do...\How do I whip the weakest demon in the Infernal Realm into shape?
5140115	HERO	The one, the only, the weakest demon representing the Infernal Realm! Eking out the saddest existence ever, but living nonetheless.
5140125	The Dream Team	Introducing the Succubus Dream Team,\formed to make the weakest demon into the Archfiend!
5140135	A Castle of Pleasure	Now this is the ultimate wish. Matchless beauties in an extravagant castle.\And...these rocking bods!
5140145	NIGHTMARE	A wavering Vincent stuck between a nightmare and reality.
5141001	Big Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5150001	Galaxy Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5150015	With a Certain Priestess	God spake saying: "Awaken. Those who believe shall be saved."
5150016	With a Certain Priestess	God spake saying: "Awaken. Those who believe shall be saved."
5150025	Marine Maiden	A marine maiden who wanders far with no destination.
5150026	Marine Maiden	A marine maiden who wanders far with no destination.
5150045	Pride That Pierces the Heavens	Shine, honorable lance that protects the Master!\The Archfiend Contest is Charlotte's holy war.
5150046	Pride That Pierces the Heavens	Shine, honorable lance that protects the Master!\The Archfiend Contest is Charlotte's holy war.
5150055	Wandering Doryeong	Wanders here and there like an aimless cloud, holding secrets unknown to anyone else.
5150056	Wandering Doryeong	Wanders here and there like an aimless cloud, holding secrets unknown to anyone else.
5150065	The Power of a Smile	I'll always be on your side!\I melt even the thickest ice with my warm smiles!
5150066	The Power of a Smile	I'll always be on your side!\I melt even the thickest ice with my warm smiles!
5150075	Demon-Hunter Demon	Have you heard the rumors?\A demon who killed his own teacher is now hunting other demons.
5150076	Demon-Hunter Demon	Have you heard the rumors?\A demon who killed his own teacher is now hunting other demons.
5150085	S.T.F.	Don't move! Put your hands up!\Special Anti-Demon Corps Member Mafdet advancing!
5150086	S.T.F.	Don't move! Put your hands up!\Special Anti-Demon Corps Member Mafdet advancing!
5150095	Midnight Partner	A collaboration made in hell!\There are two midnight partners?
5150096	Midnight Partner	A collaboration made in hell!\There are two midnight partners?
5150135	S.O.W	The promised day... A black-winged disciple has come for you.
5150136	S.O.W	The promised day... A black-winged disciple has come for you.
5150145	Afternoon Nap	A peaceful afternoon. Three succubi nap in the shade of a tree.
5150146	Afternoon Nap	A peaceful afternoon. Three succubi nap in the shade of a tree.
5150155	A Subaquatic Date	You're mine, playboy!\Huh? Wait, is that you, Demon?
5150156	A Subaquatic Date	You're mine, playboy!\Huh? Wait, is that you, Demon?
5150165	Special Training for Useless Demons	I must make the master into the Archfiend! A succubus who gives special training for useless demons.
5150166	Special Training for Useless Demons	I must make the master into the Archfiend! A succubus who gives special training for useless demons.
5150175	A Promise Under Wisteria	A gentle breeze and silent eyes.\That determined gaze is surely...
5150176	A Promise Under Wisteria	A gentle breeze and silent eyes.\That determined gaze is surely...
