// key	CHAT_
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c379_spa	裸で湯に入るなど…破廉恥な！
c379_startbt	私が、盾になる！
c379_story1	私は見守り、導く存在だったはず。私はどうしたら…
c379_story2	私がどう思うか…？\そんなことは考えたことありません…\私の気持ちとは何ですか…？すべては彼女のため\私の存在理由はそれだけだったはずです。
c379_story3	私は人間界のことを学びたいだけです。\そ…そして…！マ、マスターのことも…！
c379_true1	私は彼女を思って遂行しただけなのに、なぜ伝わらないのだろう…
c379_true2	私のコトなんて、二の次だった。私の気持ちとか、感じることを述べることなんて考えてこなかった…
c379_true3	今度は、彼女や相手の気持ちも考えながら、自身の気持ちを少しずつ伝えていけたら…と思っています。ご主人にも、少しずつこの気持ちを、伝えていけたら…
c379_victory	ご無事ですか、マスター。
c381_boss_long	降参してもいいんですよ？
c381_boss_short	見逃してあげましょうか？
c381_ctskill	今の見えました？
c381_death_1	もう！紐がほどけちゃったじゃない！
c381_death_2	もう、知らない！
c381_drive	私の気持ちに気づいて！
c381_hit_1	もう許して！
c381_hit_2	きゃっ！
c381_hit_3	え～ん！
c381_prskill	どんな女の子が好きですか？
c381_skill	え～いっ！
c381_spa	こんな所に連れてきてどうするつもりですか？\はは～ん…悪魔様、一緒に入りたいんですか～？\うふっ。
c381_startbt	あなたを信じてます！
c381_story1	もうキャンディなんかに頼らない！\自分の力で、彼の心を掴みます！
c381_story2	はぁ…こんなんじゃ無理だよ…\男心を掴むなんて…\キャンディを食べさせるより絶対難しいんじゃ…
c381_story3	目を閉じると思い出せます。\恋に落ちたあの人を見てみたいという気持ちは、今も変わりませんから。
c381_true1	シトリー特製、愛のキャンディ！\これさえ飲めば運命の相手が見つかりますよ！\はい、あ～ん…どう？美味しい？
c381_true2	ビキニの紐も結べないんですか？\えっ？終わった？ううん…何か緩いんですけど？
c381_true3	どんなに甘い告白でも、本気じゃなかったら意味ないの。あなたには、純粋な気持ちで告白したいんです…
c381_victory	あれ？勝っちゃった！
c382_10_boss_long	パーティーを楽しんでたのに…
c382_10_boss_short	何ジロジロ見てるんですか？
c382_10_ctskill	どいていただけます？
c382_10_death_1	私にかまわないでください…
c382_10_death_2	邪魔ばかりして本当にごめんなさい。
c382_10_drive	面倒なことはさっさと終わらせましょう。
c382_10_hit_1	女の恨みは怖いですよ。
c382_10_hit_2	私のこと、なめてますよね？
c382_10_hit_3	うるさいわね…
c382_10_prskill	威張らないでください。
c382_10_skill	あっ、いけない。
c382_10_spa	何ですか？\文句なら後にしてください。\どうせくだらない話でしょう…
c382_10_startbt	パーティー会場では、おとなしくしててください。
c382_10_story1	ランフェイ曰く、\祓魔師たちが所有している聖物の中に、\時を司る聖物があるそうです。
c382_10_story2	このドレス、ランフェイからもらったんです。\お得意様へのプレゼントだって。\とってもステキじゃないですか？
c382_10_story3	デリカシーのかけらもない鈍感悪魔が\偉そうなこと言ってんじゃないわよ。
c382_10_true1	この情報なら、フレイ様の暴走を止められるはず。
c382_10_true2	とってもステキなドレスだから…\さすがに超鈍感なフレイ様でも\反応してくれるわよね？
c382_10_true3	ガッカリ…\わざとかしら？\もしそうだとしても、ひどすぎるわ…
c382_10_victory	私は疲れ果てました…
c382_boss_long	遊びに付き合う気分じゃないのよ。
c382_boss_short	はぁ…どうしてこんなことに…
c382_ctskill	また私のこと、無視したわね！
c382_death_1	絶対に…許さない…
c382_death_2	はぁ…無駄死にですね…
c382_drive	アンタなんか死ねばいいのよ！！
c382_hit_1	身の程知らずが。
c382_hit_2	バカにして！
c382_hit_3	今に見てなさい…！
c382_prskill	話しかけないで！
c382_skill	仕方ありませんね。
c382_spa	何ですか？文句なら後にしてください。どうせくだらない話でしょう…
c382_startbt	いきなり頼まれても困るんですけど…
c382_story1	どう考えても余計なことをしてしまいました…\コホン！\悪魔は地獄に落としてやったほうがいいのに。
c382_story2	…ふん！フレイ様のようなおバカな悪魔に身を託すより、自分が生き残れる道を進もうと思っただけです…だから私はフレイ様の髪の毛を手に入れたんです…！
c382_story3	願いですか…？\楽しい生活を願うわけでもないし…かと言って\刺激的な生活を望むわけでもありませんが…\今まで通りでも…
c382_true1	フレイ様からは2日に1回ウザいと言われます…\それは私の台詞だ、バカフレイ。
c382_true2	悪魔が考えることなんて、みんな一緒です…\クズばっかりだから仕方ないし…浄化されちまえ…\ところで…私はいつまで我慢すればいいんですか？
c382_true3	勝手にしろって言いたいんですね。\どうせあなたも私が面倒なんでしょう。\変な子だと思ってるんでしょう！？\えっ？ちがう？ウソよ…
c382_victory	労働環境の改善を要求します。
c383_11_boss_long	意地を張って後悔するなよ？
c383_11_boss_short	フレイ様の参上だ！
c383_11_ctskill	その程度か？
c383_11_death_1	ぐはっ…バカな…
c383_11_death_2	これで…終わりだと…思うなよ！
c383_11_drive	せいぜい足掻くがいい！
c383_11_hit_1	貴様っ！
c383_11_hit_2	ハッハッ！
c383_11_hit_3	終わりか？
c383_11_prskill	その勇気だけは褒めてやろう。
c383_11_skill	さあ、くらえ。
c383_11_spa	こんな事してる場合か？貴様は呑気でいいものだな。
c383_11_startbt	俺様の出番だな！
c383_11_story1	いや、俺に聞かれても困る。\本当に何も覚えてないんだ！
c383_11_story2	そうだな、毎日のように主人を殺そうとするバカに聖水を与えたら、何が起こるかわからないからな。
c383_11_story3	余計な心配は止めろ。おとなしく俺についてくればいいんだ。お前は次期魔王のサポーターなんだぞ？
c383_11_true1	ぐっ…体が重い。魔王争奪戦の影響か？\ん？心配だ？はっ！俺の心配をする暇があったら、自分の心配をしろ！お前に死なれて困るのは、この俺\なんだからな！
c383_11_true2	雰囲気が変わっただと？よく分からんな。変化と言ったら昨日より美しくなった俺のナイスバディぐらいだろ？
c383_11_true3	この力は一体なんだ？全身に漲るこの力は…\こそばゆいな…気に入らん！
c383_11_victory	つまらん。帰るぞ！
c383_boss_long	意地を張って後悔するなよ？
c383_boss_short	フレイ様の参上だ！
c383_ctskill	その程度か？
c383_death_1	ぐはっ…バカな…
c383_death_2	これで…終わりだと…思うなよ！
c383_drive	せいぜい足掻くがいい！
c383_hit_1	貴様っ！
c383_hit_2	ハッハッ！
c383_hit_3	終わりか？
c383_prskill	その勇気だけは褒めてやろう。
c383_skill	さあ、くらえ。
c383_spa	こんな事してる場合か？貴様は呑気でいいものだな。
c383_startbt	俺様の出番だな！
c383_story1	いや、俺に聞かれても困る。\本当に何も覚えてないんだ！
c383_story2	そうだな、毎日のように主人を殺そうとするバカに聖水を与えたら、何が起こるかわからないからな。
c383_story3	余計な心配は止めろ。\おとなしく俺についてくればいいんだ。\お前は次期魔王のサポーターなんだぞ？
c383_true1	ぐっ…体が重い。魔王争奪戦の影響か？\ん？心配だ？はっ！俺の心配をする暇があったら、自分の心配をしろ！お前に死なれて困るのは、この俺\なんだからな！
c383_true2	雰囲気が変わっただと？よく分からんな。変化と言ったら昨日より美しくなった俺のナイスバディぐらいだろ？
c383_true3	この力は一体なんだ？全身に漲るこの力は…\こそばゆいな…気に入らん！
c383_victory	つまらん。帰るぞ！
c385_boss_long	小さいからってナメないでよね！
c385_boss_short	マリーの本気見せてあげる！
c385_ctskill	見え見えです！
c385_death_1	うぅ…エレナ様…
c385_death_2	そんな…やっぱり大きくないから…？
c385_drive	血の薔薇、咲かせてあげる。
c385_hit_1	いたっ！
c385_hit_2	やめてっ！
c385_hit_3	ふぇ～ん…
c385_prskill	一緒に踊りましょう！
c385_skill	えいや～！
c385_spa	はぁ～気持ちいい…\エレナ様と一緒に入りたかったな～…
c385_startbt	マリーと一緒に頑張りましょう！
c385_story1	なんですか？その目は…\マリーの言うこと、信じてませんね！\それならマリーの実力、見せてあげます！
c385_story2	リザさんはお美しくて、モナさんは優しくて…\2人とも大人の女性って感じですね！\どうしたらマリーは大人として\認めてもらえるのかな…？
c385_story3	も～！そんな言葉でマリーは騙されませんからね！\でも、ありがとうございます…\すこし元気になれました！
c385_true1	エレナ様が遊んでなさいって…\島に来てからマリーのこと子供扱い…\こうなったら、マリーが大人だって\証明するんだから！
c385_true2	マリーのご主人様はエレナ様ただ1人です。\あなたですか？あなたは…オーナーさん？\オーナーさんはマリーのこと、子供扱いしないですよね？
c385_true3	オーナーさんは、ダメダメですね。\でも、だからこそ、マリーが必要ですよね？\マリーがサーバントとして、しっかりオーナーさんにお仕えします。でも、今だけですよ？
c385_victory	やったぁ！マリーの勝ちです。
c386_boss_long	準備できてます…
c386_boss_short	負けないよ…
c386_ctskill	決めるわ！
c386_death_1	まだ……終われない……
c386_death_2	負けちゃった…
c386_drive	これが霧幻天神流よ！
c386_hit_1	うわぁー！
