// key	CHAT_SPA_
sc001_spa_1	Pfiou... Il faut prendre soin de soi ♥
sc422_spa_4	Je dois nettoyer le lit de fond en comble.\La propreté, c'est primordial.
sc422_spa_5	C'est angoissant, la première fois, hein ?\Ne t'inquiète pas.\Laisse-toi faire. ♥
sc422_spa_max	Tu as promis de réaliser mon vœu.\Je crois qu'il est temps\que tu tiennes cette promesse. ♥
sc423_spa_1	Oh...\C'est donc ça, le paradis ?\
sc423_spa_2	Aaah...\Ces sources chaudes sont fantastiques.\Quand je serai mariée,\je vivrai dans une maison avec des sources chaudes.\*soupir* J'ai l'impression de fondre.
sc423_spa_3	Parfois, je me demande\si mon penchant pour les mauviettes\a vraiment quelque chose à voir avec le genre.
sc423_spa_4	J'ai fait un rêve, l'autre jour.\J'étais dans un jardin magnifique, entourée de faibles démons...\Oh, non, chéri ! Je n'aime que toi,\je le jure !
sc423_spa_5	Quand tu n'es pas là,\j'ai l'impression qu'il manque quelque chose.\Ne me quitte plus, s'il te plaît.\Hi hi... Hi hi hi...
sc423_spa_max	Dans les sources chaudes idéales...\les serviettes et tapis seraient des vêtements à toi, chéri.\Oh, le plafond et les murs seraient aussi recouverts de tes vêtements !\Oh, tu pars déjà ?\Non, attends !
sc425_spa_1	Sa miséricorde est sans limites.\Comment pourrais-je le quitter ?
sc425_spa_2	Je fais mon possible pour obéir à tes ordres,\car c'est toi qui me donnes une raison de vivre.
sc425_spa_3	Personne ne peut vraiment comprendre la volonté de Dieu.\Tu vas donc devoir attendre ton heure, petit arrogant.
sc425_spa_4	Connais-tu la différence entre le bien et le mal ?\Sais-tu où se termine notre chemin ?
sc425_spa_5	Lorsque notre combat sera terminé, Dieu organisera un banquet.\Mais je n'y aurai pas ma place...
sc425_spa_max	Dieu a créé mon corps.\Mais qui y a mis mon âme ?
sc426_spa_1	Je n'ai aucune envie de me détendre.
sc426_spa_2	Hmm... Rester là-dedans pendant un moment s'avère plus difficile que prévu.\*soupir* J'ai trop chaud.
sc426_spa_3	Argh... Je dois résister ! Je ne peux pas perdre contre de l'eau ! Mais je commence à voir des étoiles.\Ou bien est-ce mon imagination ?
sc426_spa_4	Haaa... Maître, je me sens un peu... bizarre... Pourquoi est-ce que... j'ai la tête qui tourne ?\Et il fait si chaud... M-Mais je ne peux pas encore sortir.
sc426_spa_5	*soupir* Je... n'en peux plus... Oh ? Vous me donnez une serviette fraîche ? Vous voulez que je tienne encore un peu ?\Mais si je finis par m'évanouir, est-ce que vous me porterez sur votre dos ?
sc426_spa_max	À trois, on sort tous les deux. Une fois sortis, on fera un autre concours.\On va s'enrouler dans des couvertures bien chaudes, et le premier qui s'endort perd. Allez, je commence. Un, deux, trois...
sc428_spa_1	Un jour, tout ça... le vent, même le chant des oiseaux... tout ça\prendra fin.
sc428_spa_2	Tu entends ?\Ce sont les anges qui t'ont déclaré la guerre.
sc428_spa_3	La naissance comme la mort sont déjà écrites. Nul ne peut\échapper à son destin.
sc428_spa_4	L'équilibre est menacé. Que peux-tu faire\pour le restaurer ?
sc428_spa_5	Le Jugement dernier approche. Choisis ton camp.\Il n'y en a que deux : la droite ou la gauche.
sc428_spa_max	Le salut proviendra des sommets du ciel comme des profondeurs de la terre.\Seras-tu sauvé ?
sc429_spa_1	S'il te plaît, pas un mot à Flins.\Il faut bien que je prenne du temps pour moi de temps en temps.
sc429_spa_2	Je suis sûre que cet endroit plairait à Flins.\Oh, tout compte fait, peut-être qu'il ferait un peu trop chaud pour lui.
sc429_spa_3	Tu as peur de Flins ?\Pourtant, c'est un Child très faible.
sc429_spa_4	On n'est pas très démoniaques, hein ?\Hi hi.
sc429_spa_5	Se faire utiliser par les autres est inévitable.\Comme le dit Flins,\je suis bien trop gentille pour une démone.\Hi hi.
sc429_spa_max	Merci d'être aussi compréhensif.\J'ai l'impression de te connaître depuis toujours.\Ce n'est pas étonnant que Flins soit jaloux.\Hi hi.
sc430_spa_1	J'ai vraiment dit que je voulais venir dans un endroit comme ça ?\Enfin...\C'est pas si terrible que ça, mais bon...
sc430_spa_2	T'es pénible.\Je me repose.\Laisse-moi tranquille.
sc430_spa_3	Hein ?\T'as jamais chassé ?\Sérieusement ?\Je croyais que t'étais prétendant au trône des démons.
sc430_spa_4	Quand on chasse, pendant l'espace d'un instant,\on voit plus que sa proie. Tout le reste disparaît.\C'est à ce moment-là qu'il faut appuyer sur la gâchette.
sc430_spa_5	Tu détestes quelqu'un ? Alors c'est ton ennemi.\Quelqu'un te déteste ? Alors tu es son ennemi.\C'est simple, non ?
sc430_spa_max	Fais-moi confiance, à moi et à moi seule. Ziva m'a demandé de m'occuper de toi, alors c'est ce que je vais faire.
sc431_spa_1	Cet endroit est toujours aussi top.
sc431_spa_2	Passer de la piste de ski aux sources chaudes...\Y a pas de meilleur combo.
sc431_spa_3	On est tout le temps ensemble, et si on se mariait ?\... Hein ? Je rigolais,\mais il s'est enfui.\Il me fait rire.
sc431_spa_4	Aaah !\Tu te rinçais l'œil, hein ?\Hmm, je devrais le dire à tes assistantes.
sc431_spa_5	Je baigne dans le luxe, j'adore !\Tout ça, c'est grâce à toi.\Je te revaudrai ça.
sc431_spa_max	Tu veux quelque chose ?\Je suis de bonne humeur, alors je t'offre ce que tu veux.\Enfin, tant que c'est pas de l'argent.
sc432_spa_1	Tu cherches à m'impressionner ?\Pauvre idiot.
sc432_spa_2	Pourquoi tout le monde cherche-t-il à me dompter ?\C'est pathétique !
sc432_spa_3	Tu te comportes comme si tout allait bien,\mais je sais que c'est faux. Tu regrettes de m'avoir rencontrée, hein ?
sc432_spa_4	C'est amusant à dire :\tu as confiance en moi.
sc432_spa_5	Ne laisse pas la raison te dicter ce que tu dois faire. Suis\ton instinct. C'est lui qui te dit qui tu es.
sc432_spa_max	À vrai dire, je ne déteste pas ta compagnie.\Je l'apprécie, même. Oh oh. ♥ J'ai hâte de voir jusqu'où nous irons ensemble.
sc433_spa_1	Qu-Qu-Qui t'a dit que tu pouvais mater ?\Espèce de pervers.\Pff...
sc433_spa_2	*baîlle*\J'ai envie de dormir, tout à coup.\Flûte, je voulais profiter de ce moment pour te parler.
sc433_spa_3	Je suis jalouse.\Tout le monde peut vivre avec toi...\Je veux... vivre avec toi...\*baîlle*
sc433_spa_4	Je ne te laisserai pas tomber, chef.\Je finirai par l'emporter.
sc433_spa_5	Tu sais pourquoi je t'aime ?\Quand je suis avec toi, c'est le bonheur...\C'est pour ça que je ne peux me contenter de personne d'autre que toi !
sc433_spa_max	Tu es à moi, peu importe ce que disent les autres.\Et tu m'aimes en retour, chef, pas vrai ?\Tu me trouves super mignonne, non ?\Hi hi. ♥
sc434_spa_1	Qu'est-ce qu'elle est chaude...\L'eau est simplement divine.
sc434_spa_2	Tu ne te réjouis pas à l'idée de devenir mon serviteur ?\Voilà qui est étrange.
sc434_spa_3	Tu es le seul à te comporter comme mon serviteur, tu sais.
sc434_spa_4	Pourquoi te dissimuler face à moi ?\Ma beauté est trop grande ?\Hi hi, ce que tu es mignon.
sc434_spa_5	Je n'ai pas besoin de chocolats.\Je sais déjà que tu es sous mon charme.\Hi hi.
sc434_spa_max	Je me sens bien ces temps-ci.\Depuis que tu es devenu mon serviteur, en fait.\Je dis ça comme ça. ♥
sc435_spa_1	Tu peux arrêter de me fixer comme ça ?\Viens, on va partager quelques bonbons.
sc435_spa_2	Tu en as mis, du temps !\Tu t'en fiches, de moi, c'est ça ?
sc435_spa_3	La journée a été longue, hein ?\Détendons-nous en mangeant des bonbons.
sc435_spa_4	Ce n'est pas grave qu'on ne puisse compter sur toi que pour faire des erreurs.\Tant que tu restes mon adorable petit M. Démon.
sc435_spa_5	Je ressens une douleur à la poitrine...\C'est ça, l'amour ?
sc435_spa_max	J'espère que mon amour saura atteindre ton cœur\et le remplir !
sc436_spa_1	*bâille*\Je crois que je vais m'endormir.\Cet endroit est tellement paisible.
sc436_spa_2	Une fois le concours du Roi des démons terminé,\je voudrais vivre une vie tranquille avec Sytry.\Je me demande si ça lui plairait.
sc436_spa_3	Mon monde est rempli du parfum de Sytry.\Si c'est un rêve...\J'espère ne jamais me réveiller.
sc436_spa_4	Sytry semble beaucoup t'aimer, M. Démon.\Je ne sais pas trop si ça me plait...\Mais tant qu'elle est heureuse,\je le suis aussi.
sc436_spa_5	L'amour est plus fort que tout.\La douleur, le chagrin... Face à l'amour,\ils partent en fumée.
sc436_spa_max	Pour faire simple,\c'est pour Sytry que je t'aide.\Mais je pense quand même qu'elle a raison.\Tu es un bon démon.
sc437_spa_1	*bâille*\C'est si chaud.\Je vais fondre.\Hi hi...
sc437_spa_2	Hi hi.\J'ai une super idée.\Qu'est-ce qui se passe si on met des chocolats dans les sources chaudes ?
sc437_spa_3	Maître, vous savez quoi ?\Il paraît que dans les chocolats, il y a quelque chose qu'on appelle du cacao.\Je veux y goûter !\
sc437_spa_4	Le chocolat a la saveur de l'amour, non ?\Si on en mange tous les jours, on débordera d'amour.
sc437_spa_5	Le chocolat était utilisé en médecine, autrefois.\Maître, si vous vous sentez mal, je vous en prescrirai.\Hi hi.
sc437_spa_max	Oh, Maître.\Mon cœur a fondu comme du chocolat !\Hi hi.
sc438_spa_1	Ça fait du bien. J'étais épuisée.\Aah... Je vais bien dormir ce soir.
sc438_spa_2	Reste pas planté là. Distrais-moi !
sc438_spa_3	Hmm, tu veux quelque chose, toi aussi. Sois pas aussi timide\et dis-le franchement. Qui sait ? Loki te l'accordera peut-être.
sc438_spa_4	Tout ce que tu aimes s'effondrera.\Mais t'en fais pas. Loki le remplacera.
sc438_spa_5	J'ai rêvé que mes souvenirs avec lui s'évaporaient.\J'ai peur. Sans lui, je...
sc438_spa_max	Mon roi. Mon mari. Mon monde...\Mon Loki. Si je pouvais mourir dans vos bras...
sc439_spa_1	La maîtrise de soi est primordiale pour une pop star.
sc439_spa_2	L'entraînement n'est jamais terminé.\Je le fais pour Maestro.
sc439_spa_3	Ça fait du bien d'être plus vulnérable et honnête.\Je pense que ça permettra\à Maestro de comprendre ce que je ressens.
sc439_spa_4	Je serai toujours redevable envers Maestro.\Je lui dois cette nouvelle vie.
sc439_spa_5	Certaines choses sont impossibles à dire, même si on en a envie.\N'abandonnez pas.\Si vous rassemblez votre courage, vous pourrez les exprimer.
sc439_spa_max	Je vous aime.\Je veux être avec vous pour toujours.\Oh, c'est...\Je m'entraîne à avouer mes sentiments.
sc440_spa_1	Ah ! Comme c'est relaxant de se baigner dans des sources chaudes.
sc440_spa_2	Je ne me lasserai jamais d'un bon bain dans des sources chaudes.\Nous devrions venir ici plus souvent.
sc440_spa_3	Parfois, j'aimerais pouvoir rester ici toute la journée.\Ce serait génial, non ?
sc440_spa_4	Ah, mon petit maître. Quel bon vent vous amène ?\Hi hi. Vous ne voulez pas venir ici et profiter d'un bon bain avec moi ?
sc440_spa_5	Ah, j'ai passé un long moment aux sources chaudes aujourd'hui.\Bien sûr, j'aimerai rester encore un peu, si ça ne vous dérange pas. ♡
sc440_spa_max	Merci de m'avoir amenée aux sources chaudes.\Je voudrais vous faire un câlin. Hé, ne partez pas. ♡
sc441_spa_1	Je suis désolée d'en profiter toute seule.
sc441_spa_2	Cet endroit est magnifique. Hé, démon, parle-moi de cette source chaude.\Oh ? Tu n'es pas en train de t'enfuir, quand même ?
sc441_spa_3	Ma fatigue s'est volatilisée !\Je veux revenir ici tous les jours !
sc441_spa_4	Robin la justicière fait toujours preuve de loyauté.\Alors, appelle-moi dès que tu auras besoin de moi, démon.
sc441_spa_5	On forme une bonne équipe.\Qu'est-ce que tu en dis, démon ?
sc441_spa_max	Tu as beau dire ce que tu veux, je connais la vérité. Tu es un démon bon\et généreux. Ah ! Tu rougis. Hé hé.
sc442_spa_1	Il y a en toi du noir et du blanc.\Prends garde à ne pas trop pencher d'un côté ou de l'autre.
sc442_spa_2	Rien, ni même le bonheur et le malheur, rien n'a de sens. Pauvre âme en perdition,\que désires-tu vraiment ?
sc442_spa_3	Ne perds pas espoir. Même le mal peut se tourner vers Bouddha.\Tu le peux aussi.
sc442_spa_4	Je ne regrette pas notre rencontre. J'existe grâce à toi.
sc442_spa_5	Démon, montre-moi le bien qui est en toi.\Je mise ma vie sur toi.
sc442_spa_max	Mais j'ai hâte de découvrir l'avenir que notre rencontre\nous réserve.
sc443_spa_1	C'est inattendu.\Comment tu as trouvé un endroit aussi sympa ?
sc443_spa_2	Si seulement Logan était avec nous.
sc443_spa_3	J'ai une question.\Pourquoi tu es là ?
sc443_spa_4	Tu te demandes pourquoi je les avertis de ma venue ?\Parce que je sais de quoi je suis capable.
sc443_spa_5	Ça me manque de travailler avec toi.\Si tu changes d'avis, n'hésite pas à en informer Logan.
sc443_spa_max	Nous autres Voleurs fantômes devraient être capables de voler n'importe quoi.\Même le cœur de quelqu'un, un jour.
sc445_spa_1	Parfois, il faut savoir se retirer et se reposer.\Pour se préparer à la prochaine bataille.
sc445_spa_2	Il n'y a pas de déesse...\Rien qu'une jeune fille qui ignore tout du monde.
sc445_spa_3	Qui eût cru que je serrerais la main d'un démon un jour ?
sc445_spa_4	Serais-je libérée de la douleur de mon passé\si je trouvais la lumière ?
sc445_spa_5	« C'est pour toi que j'existe ».\Je ne le réalise que maintenant.
sc445_spa_max	Je comprends maintenant pourquoi Nirriti se\repose autant sur toi.
sc446_spa_1	Tu as de la chance.
sc446_spa_2	En quoi te reposer ici ferait la différence ?\Ta forcée est innée.
sc446_spa_3	Je devrais amener Juno et Tiwaz ici.\Ils arrêteraient peut-être de se battre pendant un moment.
sc446_spa_4	Même si leurs querelles conjugales sont fatigantes,\l'île d'Amos n'est pas un endroit désagréable.
sc446_spa_5	Tu crois en l'âme sœur ? Moi, je ne suis pas sûre...\Si tu as vraiment de la chance, tu rencontreras peut-être cette personne.
sc446_spa_max	Tu dis des choses drôles de temps en temps.\Tu n'es pas sans intérêt.
sc447_spa_1	Je suis une voyageuse se dirigeant vers l'enfer.\Est-ce que c'est un refuge pour les pauvres voyageurs comme moi ? Hé hé.
sc447_spa_2	Dieu n'écoute pas les prières des pécheurs...\Enfin, peut-être par accident si tu continues à essayer.
sc447_spa_3	Si tu es en colère, tu n'as qu'à prier. Si tu pleures assez,\Dieu t'écoutera peut-être.
sc447_spa_4	Je prie pour que la miséricorde et la paix t'accompagnent.\Oh, mais c'est une malédiction pour les démons, non ?
sc447_spa_5	Tu as l'air préoccupé. Quels que soient tes problèmes, oublie-les.\Tu ne peux rien y faire pour l'instant. Allez, repose-toi un peu.
sc447_spa_max	Alors, ton impression de moi a changé ?\Je suis plus démoniaque qu'un démon, pas vrai ? Hé hé.
sc448_spa_1	Je préfère le sang à l'eau. C'est... décevant.
sc448_spa_2	Aah... Tu sens bon.\Comme le sang frais. Ce que je préfère.
sc448_spa_3	Les sources chaudes sont bonnes pour la peau, n'est-ce pas ?\Je devrais venir ici plus souvent. Merci pour tes conseils.
sc448_spa_4	Je déteste les hypocrites.\Ils me dégoûtent.
sc448_spa_5	Penser que tous les vampires sont maléfiques est décourageant.\J'aimerais que tu m'aies dans ton estime.
sc448_spa_max	Mon chou, voudrais-tu devenir mon servant ?\Je ne fais pas cette offre à n'importe qui. C'est un honneur.
sc449_spa_1	Je peux enfin me détendre. Aah... Ça fait tellement de bien.\J'aimerais passer mon temps comme ça.
sc449_spa_2	On ne perturbe pas les gens qui se reposent, même les vampires.\Je n'ai pas souvent l'occasion de me reposer. Laisse-moi tranquille !
sc449_spa_3	Argh, je déteste ces montagnes, mais...\Je devrais peut-être me baigner dans une source des montagnes.
sc449_spa_4	C'est... de la nourriture ?\P-Pourquoi tu ne mettrais pas ça là, qu'on discute ?
sc449_spa_5	Tu es plutôt utile, pour un démon. Tu ne vieilliras pas et tu ne mourras pas non plus.\Tu pourras peut-être me servir quand je serai immortelle.
sc449_spa_max	Je ne laisserai rien me distraire tant que je n'aurai pas atteint mon objectif.\Mais après, qui sait... ?
sc450_spa_1	Pfiou...\C'est un peu chaud, mais supportable.\Je m'y habituerai rapidement.
sc450_spa_2	Je ne veux pas être séparée d'Attis.
sc450_spa_3	J'ai l'impression que mon cœur et mon corps sont purifiés.\Devrais-je te laver le dos, démon ?
sc450_spa_4	Tomber amoureuse me fait peur,\mais c'est tout ce qui compte pour moi.
