// key	CHAT_SPA_
sc001_spa_1	Whew...\Nothing like a little self-care ♥
sc426_spa_4	Haaah... Master, I feel kind of...odd. Why am I so dizzy\and hot? I-I can't get out yet, though.
sc426_spa_5	*sigh* I can't...stand it... Hm? You're giving me a cool towel? Are you telling me to hang in there a bit longer?\But if I stay and end up fainting, will you carry me out on your back?
sc426_spa_max	I'll count to three and we'll both get out. Once we're out, let's have another competition.\We'll snuggle under some warm covers and see who can stay awake longest. Okay, I'm gonna count. One, two, three...
sc428_spa_1	One day, everything—the wind, even the sound of birds chirping—will\come to a stop.
sc428_spa_2	Hear that?\The angels have declared war on you.
sc428_spa_3	Birth and death are predestined. You can't\resist your destiny.
sc428_spa_4	The scales have been tipped. What can you do\to restore balance?
sc428_spa_5	Doomsday is nigh. Choose your side.\You've only two choices: the right or the left.
sc428_spa_max	Salvation comes from the highest and also the lowest of all places.\Can you be saved?
sc429_spa_1	Please keep this a secret from Flins.\I need to spend time by myself every once in a while.
sc429_spa_2	I would love to recommend this place to Flins as well.\Oh, but maybe this would be a little too hot for him?
sc429_spa_3	You're scared of Flins?\But he's such a weak Child.
sc429_spa_4	Neither of us are particularly demonic, are we?\Hee hee.
sc429_spa_5	Being used by others is inevitable.\After all, I'm far too kind a demon—\just as Flins says.\Hee hee.
sc429_spa_max	Thank you for understanding me.\I feel as though I've met an old friend.\No wonder Flins gets jealous.\Hee hee.
sc430_spa_1	Did I SAY I wanted to come to a place like this?\...I mean,\not like it's especially terrible or anything.
sc430_spa_2	You're such a pain.\I'm regaining my energy.\Leave me alone.
sc430_spa_3	Huh?\You've never gone hunting?\Are you serious?\Aren't you an Archfiend candidate?
sc430_spa_4	There's a moment when everything else fades away\and all you can see is your prey.\That's when you pull the trigger.
sc430_spa_5	You hate someone? They're your enemy.\Someone hates you? They're your enemy.\Simple, right?
sc430_spa_max	Trust in me and me alone. Ziva told me to take care of you, and I'm not gonna let her down.
sc431_spa_1	This place always rules.
sc431_spa_2	Going from some fun skiing to relaxing at a hot spring...\Couldn't think of a better combination.
sc431_spa_3	Since we're always together, isn't it about time we got married?\...Huh? I was just messing with him,\but he ran off.\He's so funny.
sc431_spa_4	Aaah!\You were peeking, weren't you?\Hmm, maybe I'll tell your aides.
sc431_spa_5	This is the lap of luxury. I love it!\And I owe it all to you.\I'll have to return the favor sometime.
sc431_spa_max	Is there anything you want?\I'm in a good mood, so I'll get it for you—\just so long as it isn't money.
sc432_spa_1	Are you trying to impress me?\You're foolish.
sc432_spa_2	How come everyone's so desperate to tame me?\So pathetic!
sc432_spa_3	You're acting as if nothing's wrong,\but I can tell. You regret meeting me, don't you?
sc432_spa_4	That's a funny thing to say:\you trust me.
sc432_spa_5	Don't let your reason dictate you. Follow\your instinct. That's who you really are.
sc432_spa_max	I have to say, I don't dislike being with you.\I actually rather enjoy it. Ho ho. ♥ I look forward to our future together.
sc433_spa_1	Wh-Wh-Who said it was okay to sneak a peek?\You little perv.\Seriously...
sc433_spa_2	*yawn*\I'm so sleepy all of a sudden.\Dang it. I wanted to talk to you the whole time.
sc433_spa_3	I'm jealous.\Everyone gets to live with you...\I wanna...live with you...\Yawn!
sc433_spa_4	I'll never give up on you, Chief.\I'm gonna win in the end.
sc433_spa_5	You wanna know why I like you?\I'm just so happy when we're together...\That's why there's nobody else for me but you!
sc433_spa_max	I don't care what anybody says, you're mine.\And you like me, too, right Chief?\You think I'm super duper cute, don't you?\Tee hee. ♥
sc434_spa_1	So nice and warm...\The water is just right.
sc434_spa_2	Are you that disinclined to become my servant?\How very strange.
sc434_spa_3	You're the only one acting as my servant, you know.
sc434_spa_4	Why do you hide yourself from me?\Is my beauty too great?\Heh heh, well, aren't you precious?
sc434_spa_5	I need no chocolates.\I already know that you're enamored with me.\Heh heh.
sc434_spa_max	I've been feeling rather good lately.\Ever since you became my servant, in fact.\Just a thought. ♥
sc435_spa_1	Would you mind not staring at me?\Let's have some candy together.
sc435_spa_2	You took your sweet time!\You don't care about me at all, do you?
sc435_spa_3	That was a pretty rough day today, huh?\Let's unwind with some sweet, sweet candy.
sc435_spa_4	It's okay if you're unreliable and mess up all the time.\So long as you're my cute, little Mr. Demon.
sc435_spa_5	I feel an ache in my chest...\Is this love?
sc435_spa_max	I hope my love can reach your heart\and fill it up!
sc436_spa_1	*yawn*\I feel like I might pass out.\This place is so peaceful.
sc436_spa_2	Once the Archfiend Contest is over,\I wanna live a quiet life with Sytry.\I wonder how she'd feel about that.
sc436_spa_3	My world is filled with Sytry's fragrance.\If this is all a dream...\I hope I never, ever wake up.
sc436_spa_4	Sytry really seems to like you, Mr. Demon.\I'm not too sure how I feel about that...\But as long as she's happy,\that's fine by me.
sc436_spa_5	Love is more powerful than anything.\Pain, sadness... In the face of love,\they fade in a puff of smoke.
sc436_spa_max	Simply put,\Sytry's the reason I help you.\Still, I think she's right.\You are a good demon.
sc437_spa_1	*yawn*\It's so warm.\I could melt away.\Hehe...
sc437_spa_2	Hehe.\I just had a good idea.\What if you put a bunch of chocolate in the hot spring?
sc437_spa_3	Master, guess what.\Apparently, chocolate has this thing called cacao in it.\I wanna try some!\
sc437_spa_4	Chocolate is the flavor of love, right?\If you eat it every day you'll be chock-full of love.
sc437_spa_5	A long time ago, chocolate used to be medicine.\Master, if you pass out, I'll feed you some.\Hehe.
sc437_spa_max	Oh, Master.\My heart melted just like chocolate!\Hehe.
sc438_spa_1	This is good. I was exhausted.\Ahh... I'm going to have a good night's sleep tonight.
sc438_spa_2	Hey, don't just stand there. Entertain me!
sc438_spa_3	Hmm, so you also want something. Don't be so coy\and speak clearly. Who knows? Loki might grant it to you.
sc438_spa_4	Everything you love will crumble into pieces.\But don't worry. Loki will replace it.
sc438_spa_5	I had a dream that my memories with him crumbled into dust.\I'm scared. Without him, I...
sc438_spa_max	My king. My groom. My everything...\My Loki. If I could die in your arms...
sc439_spa_1	Self-control is fundamental for a pop star.
sc439_spa_2	The training never ends.\I do it all for Maestro.
sc439_spa_3	It's good to be a little more open and honest.\I think that way\Maestro will realize how I feel.
sc439_spa_4	I'm always so grateful to Maestro.\I owe this new life to him.
sc439_spa_5	There are things you can't say even when you want to.\Don't give up, though.\If you're brave, you'll be able to say them.
sc439_spa_max	I like you.\I want to be with you forever.\Oh, this is—!\I'm practicing my confession of love.
sc440_spa_1	Ahh! Soaking in a hot spring is so relaxing.
sc440_spa_2	I'll never get tired of bathing in the hot springs.\Let's come here more often.
sc440_spa_3	Sometimes I wish I could stay here all day.\It'd be wonderful, don't you think?
sc440_spa_4	Ah, my little master. What brings you here?\Hee hee. Why don't you come over here and enjoy bathing with me?
sc440_spa_5	Ah, I've been in the hot springs for a long time today.\Of course, I'd love to stay longer, if you don't mind. ♡
sc440_spa_max	Thank you for bringing me to the hot springs.\Let me give you a hug. Hey, you don't have to run away. ♡
sc441_spa_1	I feel sorry for enjoying this all by myself.
sc441_spa_2	This place is incredible. Hey demon, tell me about this\hot spring. Oh? You're not running away, are you?
sc441_spa_3	And just like that, my fatigue is gone!\I want to come here every day!
sc441_spa_4	Robin of Justice never betrays her loyalties.\So call on me whenever you need my help, demon.
sc441_spa_5	I think we work well together.\What do you think, demon?
sc441_spa_max	Pretend as you may, I know the truth--you're a kind and\upstanding demon. Ah! Your face is turning red. Hehe.
sc442_spa_1	Everything, both black and white, comes from you.\Be careful not to lean tow either side.
sc442_spa_2	Everything, even happiness and sorrow, is meaningless. Poor wretch,\what is it that you really want?
sc442_spa_3	Despair not. Even evil can turn to Buddha.\I know you can.
sc442_spa_4	I don't regret meeting you.\I exist because of you.
sc442_spa_5	Demon, show me your goodness.\I'll bet my life on you.
sc442_spa_max	I can't wait to see what future our meeting\will lead us to.
sc443_spa_1	This is unexpected.\How'd you find such a nice spot?
sc443_spa_2	I wish Logan were here with us.
sc443_spa_3	I have a question.\Why are you here?
sc443_spa_4	Wonder why I give warning of my arrival?\Because I know what I can do.
sc443_spa_5	I miss working with you.\If you change your mind, please let Logan know.
sc443_spa_max	We Phantom Thieves should be able to pilfer anything.\One day, maybe even someone's heart.
sc445_spa_1	Sometimes, it's necessary to retreat and rest.\To prepare for a new battle.
sc445_spa_2	There's no goddess...\Only a girl who doesn't know anything.
sc445_spa_3	Who knew I'd shake hands with a demon one day?
sc445_spa_4	Would I be freed from the pain of my past\if I find enlightenment?
sc445_spa_5	"I exist because of you."\I've realized that only now.
sc445_spa_max	Now, I know why Nirrti relies on\you so much.
sc446_spa_1	You're a lucky one.
sc446_spa_2	What changes should you rest here?\You are born with your strength.
sc446_spa_3	I should bring Juno and Tiwaz here.\They might stop fighting for a while.
sc446_spa_4	Even though the marital quarrels are tiring,\Amos Island is not a bad place.
sc446_spa_5	Do you believe in a soul mate? As for me, I'm not sure...\If you're truly lucky, maybe you meet such a person.
sc446_spa_max	You say funny things from time to time.\You're an interesting one.
sc447_spa_1	I'm a traveler heading to hell.\Is this a haven for poor travelers like me? Heh heh.
