// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Cheveux tombés	Chacun des brins de ces cheveux montre des traces spirituelles.
50140512	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50140513	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50140515	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141201	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141202	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141203	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141204	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141205	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141212	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141213	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141215	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141301	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141302	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141303	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141304	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141305	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141312	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141313	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141315	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141501	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141502	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141503	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141504	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141505	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141512	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141513	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50141515	Noyau Amp. AGI	Noyau d'Ignition d'<color=d3da00>AGI amplifiée</color>.\Il contient 3 types de stats.\La lettre hébraïque Tet, qui représente la sagesse, brille.
50150101	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150102	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150103	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150104	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150105	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150112	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150113	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150114	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150201	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150202	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150203	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150204	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150205	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150212	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150213	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150214	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150301	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150302	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150303	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150304	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150305	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150312	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150313	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150314	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150401	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150402	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150403	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150404	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150405	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150412	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150413	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150414	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150501	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150502	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150503	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150504	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150505	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150512	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150513	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50150514	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151201	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151202	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151203	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151204	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151205	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151212	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151213	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151214	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151301	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151302	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151303	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151304	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151305	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151312	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151313	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151314	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151401	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151402	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151403	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151404	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151405	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151412	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151413	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
50151414	Noyau Amp. CRT	Noyau d'Ignition de <color=ff5f1e>CRT amplifié</color>.\Il contient 3 types de stats.\La lettre hébraïque Tav, qui représente la victoire, brille.
5130001	Salle de sieste	Équipement permettant d'augmenter\l'EXP de développement d'âme.
5130015	Kokoro	Une apprentie geisha qui pratique également le baji quan. Elle s'est éclipsée pendant son entraînement pour venir passer des vacances ici.
5130025	Misaki	Une jeune fille qui travaille à temps partiel en tant qu'assistante du propriétaire des îles Vénus.
5130055	Pop star nautique	Salut, les démons ! On a encore la pêche ?\Génial ! Alors on y va, c'est parti !
5130075	Douce proposition	Ah, M. Démooon... Et si je vous murmurais les mots les plus doux qui soient ?
5130145	Rencontre secrète	Vous entendez une voix lointaine.\Comment vous appelez-vous ? Voulez-vous qu'on soit amis ?
5130155	Train de l'après-midi	Vous ne pouvez échapper au regard insistant qui vous fixe, guettant le moindre signe de faiblesse.
5130165	Petit coquin	Il paraît que vous avez racheté du lait à la banane, aujourd'hui.
5130175	Employé zélé	Humains, démons... tous sont les bienvenus tant qu'ils savent faire des maths.\Vous avez un badge ?
5131001	Salle de sieste	Équipement permettant d'augmenter\l'EXP de développement d'âme.
5140001	Grande salle de sieste	Équipement permettant d'augmenter\l'EXP de développement d'âme.
5140035	Luna	Une érudite qui voyage dans le monde entier. On l'a trouvée évanouie sur la plage, mais des patates douces rôties ont pu la sauver.
5140045	Nyotengu	Une princesse tengu un peu garçon manqué qui est descendue des montagnes pour visiter le monde des humains. Une force mystérieuse a fait disparaître ses ailes.
